product,title,rating,body,date,purchase,helpful
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Cutting out some of the additives in my water I don’t want. Wish I could remove more.,5.0,Have used Brita water filters for years. Can’t always find them for the price I paid for this quantity. Very happy. These are on automatic reorder so I don’t have to concern myself on not having these on hand when I need more.,"December 29, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Damaged box but decent value,4.0,"Box was damaged on arrival, but filters inside seem fine. Price/value was comparable to buying a three pack at Wal-Mart.","December 29, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",As expected.,5.0,Filters water well.,"December 28, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",❤️,5.0,Great product,"December 28, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Reliable product,5.0,Works well but so expensive.,"December 27, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",👍🏼,5.0,👍🏼😁,"December 27, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Affordable price,5.0,Love the price!,"December 26, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Value for money,5.0,Good quality,"December 26, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great,5.0,Love them have a weird problem with a gel like substance appearing in my pitcher though. Only seems to be at the end of the life of the filter this appears. Typically about 3 weeks to a month on a filter.,"December 24, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Wrong,3.0,"Very disappointed the box claims they work with all systems but the stream, yet I don’t have a stream and can’t use these filters. I love my brita, but I bought replacements I can’t even use during a pandemic .","December 23, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",They work great,5.0,Great value,"December 22, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",awesome filters,5.0,These are just awesome filters. Love Brita!!,"December 22, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",good quality,5.0,"I only use original filters, change them every 2 months.","December 22, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Keep clean water flowing,5.0,I had tried some off brand filters that fit the Brita and found that in about a weeks time they stopped working and appeared clogged.,"December 21, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Didn’t fit.,3.0,"Doesn’t fit the small Brita pitcher. Just FYI. It says it does, trust me, it doesn’t.","December 21, 2020",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",water drips so fast,2.0,water drips so fast so i thought to open another on and see. but found the same result. I will try to purchase an O- ring as few mentioned and see if that makes a difference,"December 20, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Clear watering,5.0,Good product. Good value,"December 19, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Perfect,5.0,Worked great,"December 19, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Can cause gastric issues,3.0,I live where the water taste horrid and is hard as well. So that being said that will shorten the life of the filter for sure. The filter can become a petri dish if you don't change it regularly. My filter can go for a 2 months but any longer I will start to develop stomach problems such as gas and bloating. I might start changing my filter monthly but if you live in a part of the world where the water is soft and taste ok you may be able to go the full 2 months.,"December 19, 2020",Verified Purchase,1
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good product,5.0,I'm happy  the quality is good,"December 17, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Eliminated chlorine taste,5.0,"These filters worked perfect for my large fridge brita. My tap water tastes like it has chlorine in it, but this filter completely eliminated that. Left mine in longer than recommended, it probably lost some filtration but it still completely eliminated the chlorine taste for several months. When installing it make sure you have it in all the way to where it creates a seal, otherwise water gets past it and mixes with the filtered water.","December 17, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",great item,5.0,good price,"December 17, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Great pricing,5.0,Works amazing,"December 17, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Works fine and save me money (and health) from buying plastic (tapped) bottle water,5.0,This works great to filter any extra heaviness in the tap water. We've just kit buying plastic bottle water after watching some documentary about all the possible chemicals bottled water (which many times is just tap water) can give you.,"December 16, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",A little expensive but worth the convenience,5.0,Thanks for your service,"December 16, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Just right,5.0,"As advertised, got what I needed","December 16, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Good,5.0,Good,"December 16, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Excelente,5.0,"Muy buen producto, me encanta","December 16, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",no plastic taste in it,5.0,"it filters water nicely , no plastic taste in it, you'll save a lot of money from buying bottled water.","December 15, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Love my Brita pitcher.,5.0,"This is a great price for these filters, they are easy to use and last a long time. Make my water taste perfect.","December 15, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Genuine  Brita Filters,5.0,Works great in my gallon pitcher.  Water tastes great.,"December 14, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Poor quality!!!,1.0,Total waste of money!! The red replacement light came on after just 15 days whereas the previous ones lasted for over two months! This the first time I ordered the filters from Amazon!! Very disappointed!!!,"December 14, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Very bad,1.0,Don’t get them from this place. Wasted money.,"December 14, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Consistency issues,4.0,Most of the time these work great but some of them filter very slowly.,"December 13, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Must have,5.0,Makes my city water drinkable,"December 13, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Can Develop Bad Water Flavor,3.0,"I use a Brita pitcher with the electronic filter change indicator and use it frequently (several refills per day).  While the light is still blinking green on the sensor, I have been noticing a strange taste developing in the water, as if it has been in the pitcher for weeks (most likely bacteria).  When the filter was changed the taste went away.  It seems that the filter should be changed more frequently then recommended, and not depending on the electronic indicator built in the pitcher's lid.","December 12, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Excellent Water Filter,5.0,I have been using this water filter for the last year. The price for three filters here is cheaper than buying them at my local store. No issues with the filters. They are good for two months (60 days) and the water is filtered well. I will continue to use this product.,"December 12, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Perfect!,5.0,These are great! They fit perfectly and are long-lasting. They arrive quickly from Amazon and the price is fair.,"December 11, 2020",Verified Purchase,0
"Brita Standard Water Filter, Standard Replacement Filters for Pitchers and Dispensers, BPA Free, 3 Count",Excellent value,5.0,Great price! Love this product! Thank you for making it available,"December 11, 2020",Verified Purchase,0
